연번,주차장 위치,주차장 주소,법정동,설치일자,데이터기준일자,Longitude,Latitude,법정동2
258,지하도 입구 뒷편,천안시 서북구 성성동 733,성성동,2024년,2024-05-29,127.130596646022,36.8394091200812,부성2동
259,천안시티자이아파트 인도,천안시 서북구 성성동 893,성성동,2024년,2024-05-29,127.123566556889,36.8437715892073,부성2동
260,육교 밑,천안시 서북구 성성동 973,성성동,2024년,2024-05-29,127.128242936889,36.8400301113901,부성2동
261,"삼성대로, 성성7로 교차지점",천안시 서북구 성성동 993,성성동,2024년,2024-05-29,127.125901900998,36.8415662959524,부성2동
262,LG전자 베스트샵 주차장 인도,천안시 서북구 성정동 1536,성정동,2024년,2024-05-29,127.139275775936,36.8268942471075,성정2동
263,성정평생학습관 버스정류장 인근,천안시 서북구 성정동 1546,성정동,2024년,2024-05-29,127.137693654546,36.8281704365179,성정2동
264,농협 주차장 입구,천안시 서북구 성정동 1549,성정동,2024년,2024-05-29,127.141220747409,36.8278517230046,성정2동
265,프라지움 분양홍보관 앞,천안시 서북구 성정동 1554,성정동,2024년,2024-05-29,127.140713505902,36.8256967840091,성정2동
266,외암마을 앞,천안시 서북구 성정동 201-23,성정동,2024년,2024-05-29,127.14148367566,36.8107191639426,성정1동
267,김명장 남원추어탕 출입로,천안시 서북구 성정동 208-9,성정동,2024년,2024-05-29,127.142397836702,36.8100070967231,성정1동
268,우방아이유쉘아파트 버스정류장 옆,천안시 서북구 성정동 90-18,성정동,2024년,2024-05-29,127.150502508047,36.8185484675532,성정1동
269,나사렛대학교 앞,천안시 서북구 쌍용동 1562,쌍용동,2024년,2024-05-29,127.117700673628,36.7942277896201,쌍용2동
270,용암지하차도 인근,천안시 서북구 쌍용동 1899,쌍용동,2024년,2024-05-29,127.11772652342,36.7957443372523,쌍용2동
271,KG모빌리티 맞은편,천안시 서북구 쌍용동 440-2,쌍용동,2024년,2024-05-29,127.120425805111,36.7910118717642,쌍용2동
272,충무로,천안시 서북구 쌍용동 440-25,쌍용동,2024년,2024-05-29,127.121019229198,36.7918375905966,쌍용2동
273,49소갈비살/현대자동차 앞,천안시 서북구 쌍용동 450-2,쌍용동,2024년,2024-05-29,127.118048403639,36.7907609518934,쌍용2동
274,광혜당 약국 앞 공중전화 부스 옆,천안시 서북구 쌍용동 824,쌍용동,2024년,2024-05-29,127.132424317199,36.8078317148226,쌍용1동
275,광고판 앞,천안시 서북구 와촌동 178,와촌동,2024년,2024-05-29,127.143162822069,36.8073690778805,성정1동
